,ID,taxon,variable,value,a1,a2,a3,a4,type,HSI
1161,US3/10,Baetidae,NH4+-N,0.09,0.02,0.03,0.095,0.729,acute,1.0
1162,US4/10,Baetidae,NH4+-N,0.1,0.02,0.03,0.095,0.729,acute,0.992113564669
1163,US5/10,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1164,US6/10,Baetidae,NH4+-N,0.09,0.02,0.03,0.095,0.729,acute,1.0
1165,US7/10,Baetidae,NH4+-N,0.12,0.02,0.03,0.095,0.729,acute,0.960567823344
1166,US8/10,Baetidae,NH4+-N,0.13,0.02,0.03,0.095,0.729,acute,0.944794952681
1167,US9/10,Baetidae,NH4+-N,0.08,0.02,0.03,0.095,0.729,acute,1.0
1168,V1/19,Baetidae,NH4+-N,0.07,0.02,0.03,0.095,0.729,acute,1.0
1169,V2/19,Baetidae,NH4+-N,0.13,0.02,0.03,0.095,0.729,acute,0.944794952681
1170,V3/19,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1171,V4/19,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1172,V5/19,Baetidae,NH4+-N,0.07,0.02,0.03,0.095,0.729,acute,1.0
1173,V6/19,Baetidae,NH4+-N,0.07,0.02,0.03,0.095,0.729,acute,1.0
1174,V7/19,Baetidae,NH4+-N,0.07,0.02,0.03,0.095,0.729,acute,1.0
1175,V8/19,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1176,BB1/9,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1177,BB2/9,Baetidae,velocity,1.2,0.0,0.0,0.4,0.7275,acute,0.0
1178,BB3/9,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1179,BB4/9,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1180,BH1/17,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1181,BH2/17,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1182,BH3/17,Baetidae,velocity,0.1,0.0,0.0,0.4,0.7275,acute,1.0
1183,BH4/17,Baetidae,velocity,0.15,0.0,0.0,0.4,0.7275,acute,1.0
1184,BH5/17,Baetidae,velocity,0.05,0.0,0.0,0.4,0.7275,acute,1.0
1185,BH6/26,Baetidae,velocity,0.15,0.0,0.0,0.4,0.7275,acute,1.0
1186,C1/20,Baetidae,velocity,0.3,0.0,0.0,0.4,0.7275,acute,1.0
1187,C2/20,Baetidae,velocity,0.1,0.0,0.0,0.4,0.7275,acute,1.0
1188,C3/20,Baetidae,velocity,0.3,0.0,0.0,0.4,0.7275,acute,1.0
1189,C4/20,Baetidae,velocity,0.75,0.0,0.0,0.4,0.7275,acute,0.0
1190,C5/20,Baetidae,velocity,0.8,0.0,0.0,0.4,0.7275,acute,0.0
1191,C6/20,Baetidae,velocity,0.75,0.0,0.0,0.4,0.7275,acute,0.0
1192,C7/20,Baetidae,velocity,1.5,0.0,0.0,0.4,0.7275,acute,0.0
1193,DPR4,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1194,DPR5,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1195,DS1/4,Baetidae,velocity,0.35,0.0,0.0,0.4,0.7275,acute,1.0
1196,DS1/5,Baetidae,velocity,0.3,0.0,0.0,0.4,0.7275,acute,1.0
1197,DS10/23,Baetidae,velocity,0.4,0.0,0.0,0.4,0.7275,acute,1.0
1198,DS11/23,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1199,DS12/23,Baetidae,velocity,0.15,0.0,0.0,0.4,0.7275,acute,1.0
1200,DS13/23,Baetidae,velocity,0.4,0.0,0.0,0.4,0.7275,acute,1.0
1201,DS14/24,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1202,DS15/24,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1203,DS16/24,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1204,DS17/24,Baetidae,velocity,0.45,0.0,0.0,0.4,0.7275,acute,0.847328244275
1205,DS18/24,Baetidae,velocity,0.4,0.0,0.0,0.4,0.7275,acute,1.0
1206,DS19/24,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1207,DS2/4,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1208,DS2/5,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1209,DS20/24,Baetidae,velocity,1.0,0.0,0.0,0.4,0.7275,acute,0.0
1210,DS21/24,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1211,DS22/25,Baetidae,velocity,0.04,0.0,0.0,0.4,0.7275,acute,1.0
1212,DS23/25,Baetidae,velocity,0.35,0.0,0.0,0.4,0.7275,acute,1.0
1213,DS24/25,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1214,DS25/25,Baetidae,velocity,0.3,0.0,0.0,0.4,0.7275,acute,1.0
1215,DS26/25,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1216,DS27/25,Baetidae,velocity,0.06,0.0,0.0,0.4,0.7275,acute,1.0
1217,DS28/25,Baetidae,velocity,0.03,0.0,0.0,0.4,0.7275,acute,1.0
1218,DS29/26,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1219,DS3/4,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1220,DS3/5,Baetidae,velocity,0.3,0.0,0.0,0.4,0.7275,acute,1.0
1221,DS30/26,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1222,DS31/26,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1223,DS32/26,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1224,DS33/26,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1225,DS4/4,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1226,DS4/5,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1227,DS5/4,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1228,DS5/5,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1229,DS6/4,Baetidae,velocity,0.25,0.0,0.0,0.4,0.7275,acute,1.0
1230,DS6/5,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1231,DS7/23,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1232,DS8/23,Baetidae,velocity,0.1,0.0,0.0,0.4,0.7275,acute,1.0
1233,DS9/23,Baetidae,velocity,0.1,0.0,0.0,0.4,0.7275,acute,1.0
1234,M1/18,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1235,M2/18,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1236,M3/18,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1237,M4/18,Baetidae,velocity,0.4,0.0,0.0,0.4,0.7275,acute,1.0
1238,M5/18,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1239,M6/18,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1240,Q1/12,Baetidae,velocity,0.25,0.0,0.0,0.4,0.7275,acute,1.0
1241,R1/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1242,R10/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1243,R11/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1244,R12/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1245,R13/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1246,R14/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1247,R15/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1248,R16/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1249,R17/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1250,R18/12,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1251,R19/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1252,R2/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1253,R20/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1254,R21/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1255,R22/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1256,R23/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1257,R24/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1258,R25/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1259,R26/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1260,R27/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1261,R28/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1262,R29/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1263,R3/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1264,R30/13,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1265,R4/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1266,R5/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1267,R6/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1268,R7/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1269,R8/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1270,R9/6,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1271,US1/10,Baetidae,velocity,0.12,0.0,0.0,0.4,0.7275,acute,1.0
1272,US10/10,Baetidae,velocity,0.7,0.0,0.0,0.4,0.7275,acute,0.0839694656489
1273,US11/11,Baetidae,velocity,0.12,0.0,0.0,0.4,0.7275,acute,1.0
1274,US12/11,Baetidae,velocity,0.27,0.0,0.0,0.4,0.7275,acute,1.0
1275,US13/11,Baetidae,velocity,0.06,0.0,0.0,0.4,0.7275,acute,1.0
1276,US14/11,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1277,US15/11,Baetidae,velocity,0.15,0.0,0.0,0.4,0.7275,acute,1.0
1278,US16/11,Baetidae,velocity,0.5,0.0,0.0,0.4,0.7275,acute,0.69465648855
1279,US17/11,Baetidae,velocity,0.8,0.0,0.0,0.4,0.7275,acute,0.0
1280,US2/10,Baetidae,velocity,0.05,0.0,0.0,0.4,0.7275,acute,1.0
1281,US3/10,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1282,US4/10,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1283,US5/10,Baetidae,velocity,0.45,0.0,0.0,0.4,0.7275,acute,0.847328244275
1284,US6/10,Baetidae,velocity,0.09,0.0,0.0,0.4,0.7275,acute,1.0
1285,US7/10,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1286,US8/10,Baetidae,velocity,0.0,0.0,0.0,0.4,0.7275,acute,1.0
1287,US9/10,Baetidae,velocity,0.33,0.0,0.0,0.4,0.7275,acute,1.0
1288,V1/19,Baetidae,velocity,0.4,0.0,0.0,0.4,0.7275,acute,1.0
1289,V2/19,Baetidae,velocity,0.3,0.0,0.0,0.4,0.7275,acute,1.0
1290,V3/19,Baetidae,velocity,0.03,0.0,0.0,0.4,0.7275,acute,1.0
1291,V4/19,Baetidae,velocity,0.45,0.0,0.0,0.4,0.7275,acute,0.847328244275
1292,V5/19,Baetidae,velocity,0.6,0.0,0.0,0.4,0.7275,acute,0.389312977099
1293,V6/19,Baetidae,velocity,0.35,0.0,0.0,0.4,0.7275,acute,1.0
1294,V7/19,Baetidae,velocity,0.2,0.0,0.0,0.4,0.7275,acute,1.0
1295,V8/19,Baetidae,velocity,0.12,0.0,0.0,0.4,0.7275,acute,1.0
1296,BB1/9,Baetidae,Elevation,162.0,10.2,43.5,165.0,581.25,acute,1.0
1297,BB2/9,Baetidae,Elevation,134.0,10.2,43.5,165.0,581.25,acute,1.0
1298,BB3/9,Baetidae,Elevation,141.0,10.2,43.5,165.0,581.25,acute,1.0
1299,BB4/9,Baetidae,Elevation,287.0,10.2,43.5,165.0,581.25,acute,0.706906906907
1300,BH1/17,Baetidae,Elevation,18.0,10.2,43.5,165.0,581.25,acute,0.234234234234
1301,BH2/17,Baetidae,Elevation,6.0,10.2,43.5,165.0,581.25,acute,0.0
1302,BH3/17,Baetidae,Elevation,9.0,10.2,43.5,165.0,581.25,acute,0.0
1303,BH4/17,Baetidae,Elevation,14.0,10.2,43.5,165.0,581.25,acute,0.114114114114
1304,BH5/17,Baetidae,Elevation,3.0,10.2,43.5,165.0,581.25,acute,0.0
1305,BH6/26,Baetidae,Elevation,2.0,10.2,43.5,165.0,581.25,acute,0.0
1306,C1/20,Baetidae,Elevation,30.0,10.2,43.5,165.0,581.25,acute,0.594594594595
1307,C2/20,Baetidae,Elevation,20.0,10.2,43.5,165.0,581.25,acute,0.294294294294
1308,C3/20,Baetidae,Elevation,138.0,10.2,43.5,165.0,581.25,acute,1.0
1309,C4/20,Baetidae,Elevation,324.0,10.2,43.5,165.0,581.25,acute,0.618018018018
1310,C5/20,Baetidae,Elevation,600.0,10.2,43.5,165.0,581.25,acute,0.0
1311,C6/20,Baetidae,Elevation,870.0,10.2,43.5,165.0,581.25,acute,0.0
1312,C7/20,Baetidae,Elevation,834.0,10.2,43.5,165.0,581.25,acute,0.0
1313,DPR4,Baetidae,Elevation,101.0,10.2,43.5,165.0,581.25,acute,1.0
1314,DPR5,Baetidae,Elevation,105.0,10.2,43.5,165.0,581.25,acute,1.0
1315,DS1/4,Baetidae,Elevation,16.0,10.2,43.5,165.0,581.25,acute,0.174174174174
1316,DS1/5,Baetidae,Elevation,32.0,10.2,43.5,165.0,581.25,acute,0.654654654655
1317,DS10/23,Baetidae,Elevation,63.0,10.2,43.5,165.0,581.25,acute,1.0
1318,DS11/23,Baetidae,Elevation,56.0,10.2,43.5,165.0,581.25,acute,1.0
1319,DS12/23,Baetidae,Elevation,57.0,10.2,43.5,165.0,581.25,acute,1.0
1320,DS13/23,Baetidae,Elevation,63.0,10.2,43.5,165.0,581.25,acute,1.0
1321,DS14/24,Baetidae,Elevation,61.0,10.2,43.5,165.0,581.25,acute,1.0
1322,DS15/24,Baetidae,Elevation,71.0,10.2,43.5,165.0,581.25,acute,1.0
1323,DS16/24,Baetidae,Elevation,71.0,10.2,43.5,165.0,581.25,acute,1.0
1324,DS17/24,Baetidae,Elevation,84.0,10.2,43.5,165.0,581.25,acute,1.0
1325,DS18/24,Baetidae,Elevation,94.0,10.2,43.5,165.0,581.25,acute,1.0
1326,DS19/24,Baetidae,Elevation,475.0,10.2,43.5,165.0,581.25,acute,0.255255255255
1327,DS2/4,Baetidae,Elevation,63.0,10.2,43.5,165.0,581.25,acute,1.0
1328,DS2/5,Baetidae,Elevation,22.0,10.2,43.5,165.0,581.25,acute,0.354354354354
1329,DS20/24,Baetidae,Elevation,324.0,10.2,43.5,165.0,581.25,acute,0.618018018018
1330,DS21/24,Baetidae,Elevation,313.0,10.2,43.5,165.0,581.25,acute,0.644444444444
1331,DS22/25,Baetidae,Elevation,17.0,10.2,43.5,165.0,581.25,acute,0.204204204204
1332,DS23/25,Baetidae,Elevation,17.0,10.2,43.5,165.0,581.25,acute,0.204204204204
1333,DS24/25,Baetidae,Elevation,81.0,10.2,43.5,165.0,581.25,acute,1.0
1334,DS25/25,Baetidae,Elevation,88.0,10.2,43.5,165.0,581.25,acute,1.0
1335,DS26/25,Baetidae,Elevation,84.0,10.2,43.5,165.0,581.25,acute,1.0
1336,DS27/25,Baetidae,Elevation,47.0,10.2,43.5,165.0,581.25,acute,1.0
1337,DS28/25,Baetidae,Elevation,40.0,10.2,43.5,165.0,581.25,acute,0.894894894895
1338,DS29/26,Baetidae,Elevation,9.0,10.2,43.5,165.0,581.25,acute,0.0
1339,DS3/4,Baetidae,Elevation,22.0,10.2,43.5,165.0,581.25,acute,0.354354354354
1340,DS3/5,Baetidae,Elevation,47.0,10.2,43.5,165.0,581.25,acute,1.0
1341,DS30/26,Baetidae,Elevation,19.0,10.2,43.5,165.0,581.25,acute,0.264264264264
1342,DS31/26,Baetidae,Elevation,27.0,10.2,43.5,165.0,581.25,acute,0.504504504505
1343,DS32/26,Baetidae,Elevation,9.0,10.2,43.5,165.0,581.25,acute,0.0
1344,DS33/26,Baetidae,Elevation,5.0,10.2,43.5,165.0,581.25,acute,0.0
1345,DS4/4,Baetidae,Elevation,26.0,10.2,43.5,165.0,581.25,acute,0.474474474474
1346,DS4/5,Baetidae,Elevation,62.0,10.2,43.5,165.0,581.25,acute,1.0
1347,DS5/4,Baetidae,Elevation,12.0,10.2,43.5,165.0,581.25,acute,0.0540540540541
1348,DS5/5,Baetidae,Elevation,42.0,10.2,43.5,165.0,581.25,acute,0.954954954955
1349,DS6/4,Baetidae,Elevation,3.0,10.2,43.5,165.0,581.25,acute,0.0
1350,DS6/5,Baetidae,Elevation,32.0,10.2,43.5,165.0,581.25,acute,0.654654654655
1351,DS7/23,Baetidae,Elevation,45.0,10.2,43.5,165.0,581.25,acute,1.0
1352,DS8/23,Baetidae,Elevation,64.0,10.2,43.5,165.0,581.25,acute,1.0
1353,DS9/23,Baetidae,Elevation,87.0,10.2,43.5,165.0,581.25,acute,1.0
1354,M1/18,Baetidae,Elevation,408.0,10.2,43.5,165.0,581.25,acute,0.416216216216
1355,M2/18,Baetidae,Elevation,466.0,10.2,43.5,165.0,581.25,acute,0.276876876877
1356,M3/18,Baetidae,Elevation,825.0,10.2,43.5,165.0,581.25,acute,0.0
1357,M4/18,Baetidae,Elevation,866.0,10.2,43.5,165.0,581.25,acute,0.0
1358,M5/18,Baetidae,Elevation,1075.0,10.2,43.5,165.0,581.25,acute,0.0
1359,M6/18,Baetidae,Elevation,87.0,10.2,43.5,165.0,581.25,acute,1.0
1360,Q1/12,Baetidae,Elevation,55.0,10.2,43.5,165.0,581.25,acute,1.0
1361,R1/6,Baetidae,Elevation,80.0,10.2,43.5,165.0,581.25,acute,1.0
1362,R10/12,Baetidae,Elevation,86.0,10.2,43.5,165.0,581.25,acute,1.0
1363,R11/12,Baetidae,Elevation,87.0,10.2,43.5,165.0,581.25,acute,1.0
1364,R12/12,Baetidae,Elevation,96.0,10.2,43.5,165.0,581.25,acute,1.0
1365,R13/12,Baetidae,Elevation,84.0,10.2,43.5,165.0,581.25,acute,1.0
1366,R14/12,Baetidae,Elevation,100.0,10.2,43.5,165.0,581.25,acute,1.0
1367,R15/12,Baetidae,Elevation,86.0,10.2,43.5,165.0,581.25,acute,1.0
1368,R16/12,Baetidae,Elevation,83.0,10.2,43.5,165.0,581.25,acute,1.0
1369,R17/12,Baetidae,Elevation,87.0,10.2,43.5,165.0,581.25,acute,1.0
1370,R18/12,Baetidae,Elevation,80.0,10.2,43.5,165.0,581.25,acute,1.0
1371,R19/13,Baetidae,Elevation,81.0,10.2,43.5,165.0,581.25,acute,1.0
1372,R2/6,Baetidae,Elevation,87.0,10.2,43.5,165.0,581.25,acute,1.0
1373,R20/13,Baetidae,Elevation,78.0,10.2,43.5,165.0,581.25,acute,1.0
1374,R21/13,Baetidae,Elevation,71.0,10.2,43.5,165.0,581.25,acute,1.0
1375,R22/13,Baetidae,Elevation,88.0,10.2,43.5,165.0,581.25,acute,1.0
1376,R23/13,Baetidae,Elevation,82.0,10.2,43.5,165.0,581.25,acute,1.0
1377,R24/13,Baetidae,Elevation,80.0,10.2,43.5,165.0,581.25,acute,1.0
1378,R25/13,Baetidae,Elevation,84.0,10.2,43.5,165.0,581.25,acute,1.0
1379,R26/13,Baetidae,Elevation,78.0,10.2,43.5,165.0,581.25,acute,1.0
1380,R27/13,Baetidae,Elevation,74.0,10.2,43.5,165.0,581.25,acute,1.0
1381,R28/13,Baetidae,Elevation,73.0,10.2,43.5,165.0,581.25,acute,1.0
1382,R29/13,Baetidae,Elevation,78.0,10.2,43.5,165.0,581.25,acute,1.0
1383,R3/6,Baetidae,Elevation,84.0,10.2,43.5,165.0,581.25,acute,1.0
1384,R30/13,Baetidae,Elevation,82.0,10.2,43.5,165.0,581.25,acute,1.0
1385,R4/6,Baetidae,Elevation,76.0,10.2,43.5,165.0,581.25,acute,1.0
1386,R5/6,Baetidae,Elevation,86.0,10.2,43.5,165.0,581.25,acute,1.0
1387,R6/6,Baetidae,Elevation,80.0,10.2,43.5,165.0,581.25,acute,1.0
1388,R7/6,Baetidae,Elevation,78.0,10.2,43.5,165.0,581.25,acute,1.0
1389,R8/6,Baetidae,Elevation,82.0,10.2,43.5,165.0,581.25,acute,1.0
1390,R9/6,Baetidae,Elevation,88.0,10.2,43.5,165.0,581.25,acute,1.0
1391,US1/10,Baetidae,Elevation,183.0,10.2,43.5,165.0,581.25,acute,0.956756756757
1392,US10/10,Baetidae,Elevation,111.0,10.2,43.5,165.0,581.25,acute,1.0
1393,US11/11,Baetidae,Elevation,196.0,10.2,43.5,165.0,581.25,acute,0.925525525526
1394,US12/11,Baetidae,Elevation,208.0,10.2,43.5,165.0,581.25,acute,0.896696696697
1395,US13/11,Baetidae,Elevation,198.0,10.2,43.5,165.0,581.25,acute,0.920720720721
1396,US14/11,Baetidae,Elevation,188.0,10.2,43.5,165.0,581.25,acute,0.944744744745
1397,US15/11,Baetidae,Elevation,165.0,10.2,43.5,165.0,581.25,acute,1.0
1398,US16/11,Baetidae,Elevation,200.0,10.2,43.5,165.0,581.25,acute,0.915915915916
1399,US17/11,Baetidae,Elevation,204.0,10.2,43.5,165.0,581.25,acute,0.906306306306
1400,US2/10,Baetidae,Elevation,158.0,10.2,43.5,165.0,581.25,acute,1.0
1401,US3/10,Baetidae,Elevation,160.0,10.2,43.5,165.0,581.25,acute,1.0
1402,US4/10,Baetidae,Elevation,170.0,10.2,43.5,165.0,581.25,acute,0.987987987988
1403,US5/10,Baetidae,Elevation,177.0,10.2,43.5,165.0,581.25,acute,0.971171171171
1404,US6/10,Baetidae,Elevation,165.0,10.2,43.5,165.0,581.25,acute,1.0
1405,US7/10,Baetidae,Elevation,154.0,10.2,43.5,165.0,581.25,acute,1.0
1406,US8/10,Baetidae,Elevation,135.0,10.2,43.5,165.0,581.25,acute,1.0
1407,US9/10,Baetidae,Elevation,107.0,10.2,43.5,165.0,581.25,acute,1.0
1408,V1/19,Baetidae,Elevation,19.0,10.2,43.5,165.0,581.25,acute,0.264264264264
1409,V2/19,Baetidae,Elevation,66.0,10.2,43.5,165.0,581.25,acute,1.0
1410,V3/19,Baetidae,Elevation,56.0,10.2,43.5,165.0,581.25,acute,1.0
1411,V4/19,Baetidae,Elevation,91.0,10.2,43.5,165.0,581.25,acute,1.0
1412,V5/19,Baetidae,Elevation,134.0,10.2,43.5,165.0,581.25,acute,1.0
1413,V6/19,Baetidae,Elevation,71.0,10.2,43.5,165.0,581.25,acute,1.0
1414,V7/19,Baetidae,Elevation,44.0,10.2,43.5,165.0,581.25,acute,1.0
1415,V8/19,Baetidae,Elevation,37.0,10.2,43.5,165.0,581.25,acute,0.804804804805
